query,name,description,types,id,status,word_count
Solomon's,Solomon's Temple,,"['Thing', 'Place', 'TouristAttraction']",kg:/m/033qy7,succeed,one word
Tastykrisps,,,,,succeed,one word
Morehouse,Morehouse College Maroon Tigers football,School sports team,"['SportsTeam', 'Thing']",kg:/g/11bx41z0z_,succeed,one word
Kaukauna,Kaukauna,City in Wisconsin,"['Thing', 'City', 'Place']",kg:/m/01mmbb,succeed,one word
Kerrygold,Kerrygold Irish Cream Liqueur,,['Thing'],kg:/g/11bwdz52_q,succeed,one word
Strawberry,Strawberry,Fruit,['Thing'],kg:/m/07fbm7,succeed,one word
Lawry's,Lawry's The Prime Rib,,"['Organization', 'Place', 'Thing', 'LocalBusiness']",kg:/m/0c7sjs,succeed,one word
Trechas,,,,,succeed,one word
Caporal,Caporales,,['Thing'],kg:/m/025shfx,succeed,one word
Buddig,Pratyush Buddiga,,"['Thing', 'Person']",kg:/g/11c72sx391,succeed,one word
Pears,Pear,Plants,['Thing'],kg:/m/061_f,succeed,one word
Relish,Enthusiasm,,['Thing'],kg:/m/03bkhx,succeed,one word
Martha's,Martha's Vineyard,"Island in Dukes County, Massachusetts","['Thing', 'TouristAttraction', 'Place']",kg:/m/0gtrg,succeed,one word
Meatballs,Meatball,,['Thing'],kg:/m/01bzmc,succeed,one word
Cereal,Cereal,Food,['Thing'],kg:/m/01yyk,succeed,one word
Pumpkin,Pumpkin,Squash,['Thing'],kg:/m/05zsy,succeed,one word
Dean's,Dean's List,,['Thing'],kg:/m/063nt4,succeed,one word
Quinn,Aidan Quinn,Actor,"['Thing', 'Person']",kg:/m/045c66,succeed,one word
Pineapple,Pineapple,Fruit,['Thing'],kg:/m/0fp6w,succeed,one word
Pfeiffer,Daniel Pfeiffer,Former Senior Advisor to the President,"['Person', 'Thing']",kg:/m/05c2_fd,succeed,one word
Chips,French fries,Dish,['Thing'],kg:/m/02y6n,succeed,one word
Peanuts,Peanut,Legume,['Thing'],kg:/m/0fg0m,succeed,one word
Yogurt,Yogurt,Food,['Thing'],kg:/m/014l8n,succeed,one word
Charras,Charras,Commune in France,"['City', 'Thing', 'Place']",kg:/m/03mc6gk,succeed,one word
Kettle,Kettle,,['Thing'],kg:/m/03s_tn,succeed,one word
Banana,Banana,Fruit,['Thing'],kg:/m/09qck,succeed,one word
Macaroons,Macaroon,Cake,['Thing'],kg:/m/02tn68,succeed,one word
Nash's,I Can See Clearly Now,Album by Johnny Nash,"['MusicAlbum', 'Thing']",kg:/m/03h1sj2,succeed,one word
Zouq,Al Madak Alley,1963 film,"['Movie', 'Thing']",kg:/m/0w2njxq,succeed,one word
Tastykake,Tasty Baking Company,Food manufacturing company,"['Corporation', 'Organization', 'Thing']",kg:/m/04ynhh,succeed,one word
Cocoa,Hot chocolate,Drink,['Thing'],kg:/m/02n3dt,succeed,one word
Buns,Cinnamon roll,,['Thing'],kg:/m/0400bw,succeed,one word
Napoleon,Mille-feuille,,['Thing'],kg:/m/043jgq,succeed,one word
Cacao,Cacao tree,Plants,['Thing'],kg:/m/0fwpd,succeed,one word
Litehouse,Litehouse Inc.,Company,"['Thing', 'Organization', 'Corporation']",kg:/g/1dtybdbt,succeed,one word
Martin's,Martin's,Supermarket company,"['Thing', 'Organization', 'Corporation']",kg:/g/11byb3dls6,succeed,one word
Bit,Bit,Unit of data,['Thing'],kg:/m/0159t,succeed,one word
Whitman's,Whitman's,,"['Thing', 'Organization', 'Corporation']",kg:/m/037b7j,succeed,one word
Bars,FC Barcelona,Football club,"['SportsTeam', 'Organization', 'Thing', 'Corporation']",kg:/m/0hvgt,succeed,one word
Talenti,Talenti,,"['Organization', 'Thing', 'Corporation']",kg:/m/011c5vqy,succeed,one word
Yoghurt,Yogurt,Food,['Thing'],kg:/m/014l8n,succeed,one word
Frankford,Frankford,"Neighborhood in Philadelphia, Pennsylvania","['Place', 'Thing']",kg:/m/05z3ys,succeed,one word
Tri,Travel,,['Thing'],kg:/m/014dsx,succeed,one word
Alcaparrado,,,,,succeed,one word
Isola,Isolation,,['Thing'],kg:/m/04gt4fx,succeed,one word
Brioche,Brioche,Pastry,['Thing'],kg:/m/01wwvy,succeed,one word
Dip,Diwali,Festivity,['Thing'],kg:/m/019fpj,succeed,one word
Hollywood,Hollywood,"Neighborhood in Los Angeles, California","['Thing', 'Place']",kg:/m/0f2wj,succeed,one word
Sprinkles,Sprinkles,,['Thing'],kg:/m/036knn,succeed,one word
Gonzalez,Eugenio Derbez,Mexican actor,"['Person', 'Thing']",kg:/m/0c04j8,succeed,one word
Mancini,Vagner Mancini,Brazilian footballer,"['Thing', 'Person']",kg:/m/03gql_0,succeed,one word
Snakaroons,,,,,succeed,one word
Castellino,Castellino del Biferno,Comune in Italy,"['Thing', 'City', 'Place']",kg:/m/0gnnqj,succeed,one word
Bionaturae,,,,,succeed,one word
Badia,Syrian Desert,Desert in Syria,"['Thing', 'Place', 'TouristAttraction']",kg:/m/06jlzb,succeed,one word
Victoria,Queen Victoria,Former Queen of the United Kingdom,"['Thing', 'Person']",kg:/m/0cw10,succeed,one word
Bauducco,Pandurata Alimentos Ltda.,Company,"['Organization', 'Thing', 'Corporation']",kg:/g/1212grlc,succeed,one word
Glutenfreeda,"Glutenfreeda Foods, Inc.",Company,"['Thing', 'Organization', 'Corporation']",kg:/g/11fy25kvn9,succeed,one word
Popcornopolis,"Popcornopolis, Llc",Company,"['Thing', 'Organization', 'Corporation']",kg:/g/11c73vdm61,succeed,one word
Chai,Tea,Beverage,['Thing'],kg:/m/07clx,succeed,one word
Guacamole,Guacamole,,['Thing'],kg:/m/02g30s,succeed,one word
Vita,PlayStation Vita,Handheld game console,"['Thing', 'ProductModel']",kg:/m/0fqq_84,succeed,one word
Barilla,Barilla,Company,"['Organization', 'Corporation', 'Thing']",kg:/m/0f9yk1,succeed,one word
Sartori,Sartorius AG,Company,"['Thing', 'Corporation', 'Place', 'Organization']",kg:/m/03d4tx_,succeed,one word
Dofino,,,,,succeed,one word
Mifroma,Mifroma SA,Company,"['Organization', 'Thing', 'Corporation']",kg:/g/120s1l35,succeed,one word
Roland,French Open,Tennis tournament,"['Organization', 'SportsOrganization', 'Thing']",kg:/m/012xcl,succeed,one word
Semi,Semi-detached,,['Thing'],kg:/m/01zxvd,succeed,one word
Erawan,Erawan Shrine,"Shrine in Bangkok, Thailand","['Thing', 'TouristAttraction', 'CivicStructure', 'Place']",kg:/m/07cz23,succeed,one word
Vinaigrette,Vinaigrette,,['Thing'],kg:/m/02wz0x0,succeed,one word
Spectrum,Charter Communications,Telecommunications company,"['CableOrSatelliteProvider', 'Thing', 'Corporation', 'Organization']",kg:/m/05c51w,succeed,one word
Peanut,Peanut,Legume,['Thing'],kg:/m/0fg0m,succeed,one word
Star,Star,,['Thing'],kg:/m/06ngk,succeed,one word
Mississippi,Mississippi,US State,"['Thing', 'Place', 'AdministrativeArea']",kg:/m/04tgp,succeed,one word
Mitica,Matilda,1996 film,"['Movie', 'Thing']",kg:/m/03209l,succeed,one word
Wolff's,Wolff's law,,['Thing'],kg:/m/0265t61,succeed,one word
Chuckles,Charlie Sheen,American actor,"['Thing', 'Person']",kg:/m/01pllx,succeed,one word
Balocco,Balocco,Food company,"['Organization', 'Thing', 'Corporation']",kg:/m/0w7nf2z,succeed,one word
Theo,Theo van Gogh,Dutch director,"['Thing', 'Person']",kg:/m/048kc0,succeed,one word
Balconi,Balconi,Company,"['Thing', 'Organization', 'Corporation']",kg:/m/09rxhjq,succeed,one word
Stir,Stirrup,,['Thing'],kg:/m/01jtbh,succeed,one word
Bearitos,Bearitos,,"['Thing', 'Organization']",kg:/g/11fjy5ryqd,succeed,one word
Streit's,Streit's,Food company,"['Organization', 'Thing', 'Corporation']",kg:/m/03qngyq,succeed,one word
Brach's,,,,,succeed,one word
Ringpop,,,,,succeed,one word
Gummies,Gummy candy,,['Thing'],kg:/m/051wbqj,succeed,one word
Necco,Necco,Company,"['Thing', 'Organization', 'Corporation']",kg:/m/09bn22,succeed,one word
Chorizos,,,,,succeed,one word
Delallo,,,,,succeed,one word
Passata,Tomato purée,Table sauce,['Thing'],kg:/m/04mffl,succeed,one word
Wildwood,Wildwood,City in New Jersey,"['Thing', 'AdministrativeArea', 'Place', 'City']",kg:/m/0xm82,succeed,one word
Royal,Real Madrid C.F.,Football club,"['Organization', 'Thing', 'Corporation', 'SportsTeam']",kg:/m/06l22,succeed,one word
Aurora,Aurora,,['Thing'],kg:/m/0d61m,succeed,one word
Cuetara,Cuetara,Company,"['Thing', 'Organization', 'Corporation']",kg:/g/121y9t17,succeed,one word
Davis,Angela Davis,American political activist,"['Thing', 'Person']",kg:/m/0cz_y,succeed,one word
Hormel,Hormel,Food company,"['Organization', 'Thing', 'Corporation']",kg:/m/012zbs,succeed,one word
Specially,Specially,,"['Thing', 'MusicRecording']",kg:/g/11c2pfvzd9,succeed,one word
Mini,MINI,Automotive marque,"['Thing', 'Brand']",kg:/m/046d80l,succeed,one word
Tempeh,Tempeh,,['Thing'],kg:/m/01qvff,succeed,one word
Petite,Petite size,,['Thing'],kg:/m/0bfwhm,succeed,one word
Fettuccini,Fettuccine,Pasta variety,['Thing'],kg:/m/03hvr6,succeed,one word
Tallarico's,,,,,succeed,one word
Schar,Scharbeutz,Municipality in Germany,"['Thing', 'City', 'Place']",kg:/m/0cn6x0,succeed,one word
Naan,Naan,Flatbread,['Thing'],kg:/m/027ggc,succeed,one word
Pickles,Pickles Auctions,Auction company,"['Organization', 'Corporation', 'Thing']",kg:/m/0125whgr,succeed,one word
Karam's,,,,,succeed,one word
Hy,Hy,Programming language,['Thing'],kg:/m/011smwfp,succeed,one word
Bookbinder's,Bookbinder's Kid,Album by Elkie Brooks,"['MusicAlbum', 'Thing']",kg:/m/02qbvzz,succeed,one word
Guerrero,Guerrero,Mexican state,"['Thing', 'Place', 'AdministrativeArea']",kg:/m/01bttt,succeed,one word
Gelatin,Gelatin,Medication,['Thing'],kg:/m/03fz3,succeed,one word
Chimichangas,Chimichanga,Dish,['Thing'],kg:/m/059jcr,succeed,one word
Applesnax,,,,,succeed,one word
Chimichanga,Chimichanga,Dish,['Thing'],kg:/m/059jcr,succeed,one word
Charritos,DJ Gemini at 3 Charritos,,"['Event', 'Thing']",kg:/g/11h55623lb,succeed,one word
Delgrosso,Ashly DelGrosso,Professional dancer,"['Person', 'Thing']",kg:/m/0g_gmg,succeed,one word
Holsum,Holsum Bread,,"['Brand', 'Thing']",kg:/m/0h7p6hm,succeed,one word
B&g,B&amp;G,Company,"['Thing', 'Corporation', 'Organization']",kg:/m/04gvz5s,succeed,one word
Milwaukee's,WUWM,Radio station,"['Thing', 'BroadcastChannel', 'RadioStation']",kg:/m/096n_7,succeed,one word
Glutino,Glutinous rice,Rice,['Thing'],kg:/m/01dttb,succeed,one word
Tostadas,Tostada,Dish,['Thing'],kg:/m/0m4wc,succeed,one word
Pops,Louis Armstrong,American trumpeter,"['Thing', 'Person']",kg:/m/04n32,succeed,one word
Bella,Bella Thorne,American actress,"['Person', 'Thing']",kg:/m/0282hk3,succeed,one word
Rubinstein's,,,,,succeed,one word
Pretzels,Pretzel,,['Thing'],kg:/m/01f91_,succeed,one word
Woeber's,,,,,succeed,one word
Lemonade,Lemonade,Beverage,['Thing'],kg:/m/027zm8,succeed,one word
Puttanesca,Puttanesca,,['Thing'],kg:/g/1228ljcb,succeed,one word
Lagg's,,,,,succeed,one word
Paesana,Paesana,Comune in Italy,"['Thing', 'City', 'Place']",kg:/m/0gbc3j,succeed,one word
Marinela,Marineland,Theme park,"['Organization', 'Place', 'AmusementPark', 'Zoo', 'TouristAttraction', 'Thing']",kg:/m/0277rlt,succeed,one word
Colavita,Colavita visual dominance effect,,['Thing'],kg:/m/0j_4y79,succeed,one word
Horchata,Horchata,Beverage,['Thing'],kg:/m/02y1kl,succeed,one word
Tea,Cannabis,Drug,['Thing'],kg:/m/054yc0,succeed,one word
Klass,The Class,2007 film,"['Thing', 'Movie']",kg:/m/03h5vh9,succeed,one word
Roots,Roots Canada,Company,"['Thing', 'Organization', 'Corporation']",kg:/m/03n1zl,succeed,one word
Bbq,Barbecue sauce,Food,['Thing'],kg:/m/0grry,succeed,one word
Sadie's,Sadie's,Restaurant chain,"['Thing', 'Restaurant', 'Organization']",kg:/m/011lf47c,succeed,one word
Fiesta,Fiesta,,['Thing'],kg:/m/033n48,succeed,one word
Capers,Caper,Plants,['Thing'],kg:/m/01szdf,succeed,one word
Nairn's,Nairn's Oatcakes Limited,Company,"['Thing', 'Corporation', 'Organization']",kg:/g/11dymc468j,succeed,one word
Garlic,Garlic,Food,['Thing'],kg:/m/0dbrl,succeed,one word
Wal,Wallpaper,,['Thing'],kg:/m/03w43x,succeed,one word
Googoo,Gulnara Karimova,Political leader,"['Thing', 'Person']",kg:/m/064q1k,succeed,one word
Ferrara,Manuel Ferrara,French pornographic actor,"['Person', 'Thing']",kg:/m/0dtgnm,succeed,one word
Tart,Tart,Dish,['Thing'],kg:/m/02zvsm,succeed,one word
Crunchy,Crunchyroll,Company,"['Thing', 'Organization', 'Corporation']",kg:/m/05b53f9,succeed,one word
Flatbreads,The Bread Bible,Book by Rose Levy Beranbaum,"['Thing', 'Book']",kg:/m/04wcwvz,succeed,one word
Gefen,Gefen,Moshav in Israel,"['Place', 'Thing', 'City']",kg:/m/04gk2py,succeed,one word
Cirio,Cirio,Italian food company,"['Thing', 'Corporation', 'Organization']",kg:/m/065zh93,succeed,one word
Owens,Candace Owens,American author,"['Thing', 'Person']",kg:/g/11f_xjg0xz,succeed,one word
Beano's,Beano's Corp.,,"['Organization', 'Thing']",kg:/g/11f00td2ht,succeed,one word
Sucralose,Sucralose,,['Thing'],kg:/m/0czp2,succeed,one word
Mariano's,Mariano's,Company,"['Thing', 'Organization', 'Corporation']",kg:/g/11b7lmhq4c,succeed,one word
Serv,Amazon.com,E-commerce company,"['Thing', 'Organization', 'Corporation', 'Place']",kg:/m/0mgkg,succeed,one word
Honey,Honey,Coupon company,"['Thing', 'Organization', 'Corporation']",kg:/g/11fj7lyvsb,succeed,one word
Spelt,Spelt,Wheat,['Thing'],kg:/m/03gq1m,succeed,one word
Canoleo,B&amp;G Foods,Food company,"['Thing', 'Organization', 'Corporation']",kg:/g/11gf8hvbc5,succeed,one word
Sunrice,SunRice,Food company,"['Thing', 'Corporation', 'Organization']",kg:/m/051vz0k,succeed,one word
Angonoa's,,,,,succeed,one word
Gels,Gelsenkirchen,City in Germany,"['Place', 'Thing', 'City']",kg:/m/018fc9,succeed,one word
Stroopwafels,Amazing Stroopwafels,Band,"['Thing', 'MusicGroup']",kg:/m/01nvfvy,succeed,one word
Matouk's,,,,,succeed,one word
Divina,Divination,,['Thing'],kg:/m/02dvq,succeed,one word
Beeler's,,,,,succeed,one word
Buenatural,,,,,succeed,one word
Himalayan,Himalayan cat,Cat breed,['Thing'],kg:/m/012lnv,succeed,one word
Ducal,Teatro alla Scala,"Opera house in Milan, Italy","['Thing', 'TouristAttraction', 'Place', 'CivicStructure']",kg:/m/09rhh,succeed,one word
Parrano,Parrano,Comune in Italy,"['Thing', 'City', 'Place']",kg:/m/0gm39c,succeed,one word
Foska,Foscarnet,Medication,['Thing'],kg:/m/0dd7p6,succeed,one word
Hinode,Hinode,Town in Japan,"['Place', 'Thing', 'City']",kg:/m/0d8s1n,succeed,one word
Limburger,Limburger,Cheese,['Thing'],kg:/m/0f0xk,succeed,one word
Zen,Zendaya,American actress,"['Thing', 'Person']",kg:/m/0ddf18x,succeed,one word
Palmiers,Palmier,,['Thing'],kg:/m/09gfzr0,succeed,one word
Grainaissance,,,,,succeed,one word
Marshmallow,Marshmallow,Confectionery,['Thing'],kg:/m/0lgk9,succeed,one word
Pizza,Pizza,Dish,['Thing'],kg:/m/0663v,succeed,one word
Vitarroz,Vitarroz,Company,"['Thing', 'Organization', 'Corporation']",kg:/m/02pj5hw,succeed,one word
Kolson's,,,,,succeed,one word
Oomda,Oomda,,['Thing'],kg:/g/11c3xdgm_q,succeed,one word
Knorr,Knorr,,"['Brand', 'Thing']",kg:/m/055p53,succeed,one word
Colonna,Column,,['Thing'],kg:/m/01_m7,succeed,one word
Long,Cucumber,Plants,['Thing'],kg:/m/015x4r,succeed,one word
Trofai,Trofaiach,Municipality in Austria,"['Thing', 'City', 'Place']",kg:/m/03c9102,succeed,one word
Gold's,Gold's Gym,Fitness center,"['Thing', 'Organization', 'Corporation']",kg:/m/03dzj9,succeed,one word
Oats,Oat,Plants,['Thing'],kg:/m/0cl2v,succeed,one word
Enchilada,Enchilada,Dish,['Thing'],kg:/m/0dc3k,succeed,one word
Cappuccino,Cappuccino,Coffee drink,['Thing'],kg:/m/09702,succeed,one word
Preserves,Jam,,['Thing'],kg:/g/120t4nv2,succeed,one word
Krasadale,,,,,succeed,one word
Rj's,,,,,succeed,one word
Macaroon,Macaroon,Cake,['Thing'],kg:/m/02tn68,succeed,one word
Goldbaum's,,,,,succeed,one word
Manischewitz,Manischewitz,Corporation,"['Organization', 'Corporation', 'Thing']",kg:/m/06kmck,succeed,one word
Sausage,Sausage,Meat,['Thing'],kg:/m/0kdzn,succeed,one word
Arroz,Rice,Cereal grain,['Thing'],kg:/m/09759,succeed,one word
Benecol,Benecol,,"['Brand', 'Thing']",kg:/m/0cwh8d,succeed,one word
Olivio,Olivio Kocsis-Cake,Member of the National Assembly of Hungary,"['Thing', 'Person']",kg:/g/11f8fywzmz,succeed,one word
Amy's,Hallmark Cards,Manufacturing company,"['Thing', 'Organization', 'Corporation']",kg:/m/01wvd1,succeed,one word
Kasia's,Anna,Fictional character,['Thing'],kg:/m/0v2s05y,succeed,one word
Cakes,Cake,Food,['Thing'],kg:/m/0fszt,succeed,one word
Rapa,Rapeseed,Plants,['Thing'],kg:/m/01g2vp,succeed,one word
Polaner,Polaner,,"['Thing', 'Brand']",kg:/m/064k01y,succeed,one word
Baraka,Baraka,1992 film,"['Thing', 'CreativeWork', 'Movie']",kg:/m/0192hw,succeed,one word
Sofrito,Sofrito,,['Thing'],kg:/m/0848hd,succeed,one word
Condal,CD Condal,Football club,"['SportsTeam', 'Thing', 'Organization']",kg:/m/05t0_ng,succeed,one word
Sclafani,Sclafani Bagni,"Comune in Sicily, Italy","['City', 'Place', 'Thing']",kg:/m/0gqbtt,succeed,one word
Plugra,Plugrá,,"['Thing', 'Brand']",kg:/m/04tyd_,succeed,one word
Chata,Esperanza Baur,Mexican actress,"['Person', 'Thing']",kg:/m/02r7qbq,succeed,one word
Marinara,Marinara sauce,Sauce,['Thing'],kg:/m/0413ml2,succeed,one word
Tropical,Tropical music,Musical category,['Thing'],kg:/m/08dplp,succeed,one word
Panela,Panela,,['Thing'],kg:/m/05lpsq,succeed,one word
Greek,Greek alphabet,Language writing system,['Thing'],kg:/m/0358gm,succeed,one word
Armour,Armour,,['Thing'],kg:/m/0x44,succeed,one word
Nanina's,Caterers In The Park LLC,,"['Organization', 'Thing']",kg:/g/11fhql_y5d,succeed,one word
Vigo,Vigo,City in Spain,"['Place', 'City', 'AdministrativeArea', 'Thing']",kg:/m/026kzs,succeed,one word
Familia,Knowledge,,['Thing'],kg:/m/01k8wb,succeed,one word
Panda,Giant panda,Animal,['Thing'],kg:/m/03bj1,succeed,one word
Boysenberries,,,,,succeed,one word
Alessi,Alessi,Company,"['Organization', 'Corporation', 'Thing']",kg:/m/0ccjn,succeed,one word
Carmela,Barbara d'Urso,Italian television personality,"['Thing', 'Person']",kg:/m/07k4n6p,succeed,one word
Tortiglioni,Tortiglioni,Pasta variety,['Thing'],kg:/g/122cnh1w,succeed,one word
Hospitality,Hospitality,,['Thing'],kg:/m/06mbny,succeed,one word
Montebello,Montebello,City in California,"['Thing', 'City', 'Place']",kg:/m/0r0pk,succeed,one word
Botticelli,Sandro Botticelli,Italian painter,"['Thing', 'Person']",kg:/m/0jr3g,succeed,one word
Embasa,Empresa Baiana de Águas e Saneamento S.A.,Company,"['Organization', 'Corporation', 'Thing']",kg:/g/121q4fqh,succeed,one word
Vermicelli,Vermicelli,Pasta variety,['Thing'],kg:/m/01z3j2,succeed,one word
Pasta,Pasta,Food,"['Thing', 'Product']",kg:/m/05z55,succeed,one word
Huitlacoche,Corn smut,Fungus,['Thing'],kg:/m/01s4cc,succeed,one word
Panapesca,PanaPesca USA Corporation,Company,"['Organization', 'Corporation', 'Thing']",kg:/g/11fy1qcctx,succeed,one word
Columbia,Columbia Sportswear,Outerwear company,"['Organization', 'Thing', 'Corporation']",kg:/m/05qyc7,succeed,one word
Wholey,Wholey's,Company,"['Thing', 'Organization', 'Corporation']",kg:/m/0n3ycyq,succeed,one word
Crispy,Crispin Glover,American actor,"['Person', 'Thing', 'Organization']",kg:/m/023n39,succeed,one word
Spaetzle,Käsespätzle,,['Thing'],kg:/g/122yy8xx,succeed,one word
Recaito,Recaíto,,['Thing'],kg:/m/04cvxt9,succeed,one word
Allens,Allens,Law firm company,"['Thing', 'Organization', 'Corporation']",kg:/m/027jkcy,succeed,one word
Maraschinos,Maraschinos Pub Wednesday Weekly Trivia Night!,,"['Thing', 'Event']",kg:/g/11hf1bmz0_,succeed,one word
Wise,Ernie Wise,Comedian,"['Thing', 'Person']",kg:/m/0183dl,succeed,one word
Salmon,Salmon,Fish,['Thing'],kg:/m/09777,succeed,one word
Belveder,Belvedere Vodka,,"['Thing', 'Brand']",kg:/m/05w2dv,succeed,one word
Cracovia,KS Cracovia,Football club,"['Thing', 'SportsTeam', 'Organization']",kg:/m/0324nl,succeed,one word
Anthony's,Anthony's Pizza &amp; Pasta,Restaurant chain,"['Restaurant', 'Corporation', 'Organization', 'Thing']",kg:/m/0zn5f4w,succeed,one word
Frosting,Icing,,['Thing'],kg:/m/02qm2x,succeed,one word
Pre,President,Job title,['Thing'],kg:/m/060c4,succeed,one word
Tamarind,Tamarind,Plants,['Thing'],kg:/m/01h5zh,succeed,one word
Emerald,Emerald,Gemstone,['Thing'],kg:/m/02qv1,succeed,one word
Gorton's,Gorton's of Gloucester,Subsidiary,"['Organization', 'Corporation', 'Thing']",kg:/m/06s3g8,succeed,one word
Galeo,Galeopsis,Plants,['Thing'],kg:/m/0k0kc9v,succeed,one word
Antiuxixona,,,,,succeed,one word
Naturello,Naturello Srl,Company,"['Thing', 'Organization', 'Corporation']",kg:/g/11gxm8p0f5,succeed,one word
Salada,Salad,Type of dish,['Thing'],kg:/m/0grw1,succeed,one word
Rico,Flavor Flav,American rapper,"['Thing', 'Person']",kg:/m/01vzz96,succeed,one word
Tilapia,Tilapia,Fish,['Thing'],kg:/m/0m775,succeed,one word
Jacob's,Jacob's,,"['Thing', 'Brand']",kg:/m/03bxs0c,succeed,one word
Allure,Allure,Magazine,"['Periodical', 'Thing']",kg:/m/07kz6m,succeed,one word
Drake's,Drake's,,"['Organization', 'Corporation', 'Thing']",kg:/g/11b7_lz_hy,succeed,one word
Decaf,Decaffeination,,['Thing'],kg:/m/03j691,succeed,one word
Zero,Goku,Fictional character,['Thing'],kg:/m/02rc4d,succeed,one word
Victorina,Victorina Himeji,Volleyball team,"['Organization', 'Thing', 'SportsTeam']",kg:/g/11c5x6zstt,succeed,one word
Forrelli,,,,,succeed,one word
Calavo,Calavon,River in France,"['Thing', 'Place', 'BodyOfWater', 'TouristAttraction', 'RiverBodyOfWater']",kg:/m/05mt8sb,succeed,one word
Baldom,Baldomera,Book by Alfredo Pareja Diezcanseco,"['Thing', 'Book']",kg:/g/11f6gj65f4,succeed,one word
Paprika,Peppers,Fruit,['Thing'],kg:/m/0jtt9,succeed,one word
